DOI,Year,Title,Journal
10.1016/B978-0-12-820352-1.00172-3,2022,Thermomechanical Constitutive Modeling of Shape Memory Polymers,Encyclopedia of Materials: Plastics and Polymers
10.1016/B978-0-443-15274-0.50453-4,2023,Data-Driven Robust Model Predictive Control on Building Climate Control with Renewable Energy,Computer Aided Chemical Engineering
10.1016/B978-0-12-823144-9.00079-0,2023,5.02: Data-driven materials discovery and synthesis using machine learning methods,Comprehensive Inorganic Chemistry III
10.1016/B978-0-443-19180-0.00010-9,2023,Chapter 17: Membrane distillation-liquid desiccant air-conditioning for thermal comfort in buildings,Current Developments in Biotechnology and Bioengineering
10.1016/B978-0-323-99666-2.00001-0,2023,1: SCADA-based fault detection in wind turbines: data-driven techniques and applications,Non-Destructive Testing and Condition Monitoring Techniques in Wind Energy
10.1016/B978-0-443-15274-0.50451-0,2023,Modeling Commercial Fleet Charging and Regulation Strategies via Data-driven Optimization,Computer Aided Chemical Engineering
10.1016/B978-0-323-85552-5.00006-3,2023,Chapter 16: The way forward for data-driven and climate-resilient cities,Urban Climate Adaptation and Mitigation
10.1016/B978-0-323-98341-9.00008-6,2023,Chapter 24: Data-driven innovation and 4th industrial revolution concepts for the development and improvement of fermented foods,Indigenous Fermented Foods for the Tropics
10.1016/B978-0-323-99588-7.00002-X,2023,Chapter 3: Building energy flexibility: modeling and optimization,Building Energy Flexibility and Demand Management
10.1016/B978-0-323-85719-2.00003-1,2023,12: Phase change materials (PCMs) in buildings,Multifunctional Phase Change Materials
10.1016/B978-0-12-820247-0.00011-4,2023,12: Smart building and district retrofitting for intelligent urban environments,Intelligent Environments
10.1016/B978-0-323-99207-7.00011-7,2023,Chapter 3: Nature-friendly architectural house design in tropical cities to minimize home energy consumption,Progress in Sustainable Development
10.1016/B978-0-323-95336-8.00002-0,2023,13: Climate-responsive architectural and urban design strategies for adapting to extreme hot events,Adapting the Built Environment for Climate Change
10.1007/s12205-022-1241-8,2023,Prediction and Feature Importance of Earth Pressure in Shields Using Machine Learning Algorithms,KSCE Journal of Civil Engineering
10.1016/B978-0-323-99503-0.00015-6,2023,Chapter Thirteen: Machine learning and predictive control-based energy management system for smart buildings,Artificial Intelligence and Machine Learning in Smart City Planning
10.1016/B978-0-32-399904-5.00009-0,2023,3: Advances in compression algorithms for PMU and Smart Meter data based on tensor decomposition,Monitoring and Control of Electrical Power Systems Using Machine Learning Techniques
10.1016/B978-0-443-18640-0.00013-4,2023,Chapter 5: A comparative evaluation of machine learning and ARIMA models for forecasting relative humidity over Odisha districts,Developments in Environmental Science
10.1016/B978-0-323-99503-0.00021-1,2023,Chapter Three: Deep learning model for flood estimate and relief management system using hybrid algorithm,Artificial Intelligence and Machine Learning in Smart City Planning
10.1016/B978-0-12-821204-2.00074-X,2023,Artificial Intelligence applications for power systems (including Machine Learning),Encyclopedia of Electrical and Electronic Power Engineering
10.1016/B978-0-12-818977-1.00001-6,2023,"Chapter 7: Environmental, energy, and health impact of urban mitigation technologies",Urban Climate Change and Heat Islands
10.1016/B978-0-12-821961-4.00006-3,2023,"Chapter 18: Extremely randomized trees versus random forest, group method of data handling, and artificial neural network",Handbook of Hydroinformatics
10.3168/jds.2022-22292,2023,Exploiting machine learning methods with monthly routine milk recording data and climatic information to predict subclinical mastitis in Italian Mediterranean buffaloes,Journal of Dairy Science
10.1016/B978-0-443-19413-9.00001-1,2023,"Chapter 8: Deep learning in healthcare: opportunities, threats, and challenges in a green smart environment solution for smart buildings and green cities—Towards combating COVID-19",Deep Learning in Personalized Healthcare and Decision Support
10.1016/B978-0-323-91737-7.00012-8,2023,Chapter 3: AI for sea ice forecasting,Artificial Intelligence in Earth Science
10.1016/B978-0-323-99714-0.00017-0,2023,Chapter 16: Climate change: Prediction of solar radiation using advanced machine learning techniques,Visualization Techniques for Climate Change with Machine Learning and Artificial Intelligence
10.1016/B978-0-12-818977-1.00004-1,2023,Chapter 4: Multiscale modeling techniques to document urban climate change,Urban Climate Change and Heat Islands
10.1016/B978-0-12-820247-0.00003-5,2023,14: Ontologically streamlined data for building design and operation support,Intelligent Environments
10.1007/s12205-023-0124-y,2023,Effect of Artificial Structures of Selected River on Waterblooms throughout Long-term Monitoring,KSCE Journal of Civil Engineering
10.1016/B978-0-323-99588-7.00007-9,2023,Chapter 4: Building energy demand management strategies and methods,Building Energy Flexibility and Demand Management
10.1016/B978-0-323-91188-7.00008-X,2023,10: Extreme cold protective textiles,Advances in Healthcare and Protective Textiles
10.1016/B978-0-323-95421-1.00006-9,2023,6: Data science leverage and big data analysis for Internet of Things energy systems,IoT Enabled Multi-Energy Systems
10.1016/B978-0-32-391919-7.00029-9,2023,15: The application of artificial intelligence assurance in precision farming and agricultural economics,AI Assurance
10.1016/B978-0-323-99588-7.00001-8,2023,Chapter 10: Building energy flexibility analysis: case studies and demonstration,Building Energy Flexibility and Demand Management
10.1016/B978-0-12-821204-2.00140-9,2023,Power system loads modeling,Encyclopedia of Electrical and Electronic Power Engineering
10.1016/B978-0-12-821962-1.00012-X,2023,Chapter 4: Application of soft computing methods in turbulent storm water modeling,Handbook of Hydroinformatics
10.1016/B978-0-443-15591-8.00012-7,2023,"Chapter 5: Productive net metering reform: Where do the foundations of regulation, technological change, and good economics meet?",The Future of Decentralized Electricity Distribution Networks
10.1016/B978-0-323-99714-0.00021-2,2023,Chapter 20: Development of mitigation strategies for the climate change using artificial intelligence to attain sustainability,Visualization Techniques for Climate Change with Machine Learning and Artificial Intelligence
10.1016/B978-0-12-821961-4.00007-5,2023,Chapter 16: Prediction of reference crop evapotranspiration: Empirical and machine learning approaches,Handbook of Hydroinformatics
10.1016/bs.host.2022.12.002,2023,Chapter 6: Deep learning methods for scientific and industrial research,Handbook of Statistics
10.1016/B978-0-323-99588-7.00004-3,2023,Chapter 5: Thermal energy storage for enhanced building energy flexibility,Building Energy Flexibility and Demand Management
10.1007/s12205-022-0611-6,2023,Research on Prediction of Dam Seepage and Dual Analysis of Lag-Sensitivity of Influencing Factors Based on MIC Optimizing Random Forest Algorithm,KSCE Journal of Civil Engineering
10.5004/dwt.2023.29802,2023,"Prediction of climate change on surface water using NARX neural network model: a case study on Ghezel Ozan River, Northwest, Iran",Desalination and Water Treatment
10.1016/B978-0-443-15274-0.50047-0,2023,Markov Chain Monte Carlo simulation-based optimization for a production scale milk drying process,Computer Aided Chemical Engineering
10.1016/B978-0-323-99560-3.00007-7,2023,Chapter 8: Energy statistics and forecasting for smart grids,Fundamentals of Smart Grid Systems
10.1016/B978-0-443-15443-0.00006-1,2023,Chapter 13: Ecological niche modeling of <ce:italic>Macrophomina phaseolina</ce:italic> (Tassi) Goid. using bio-climatic and non-bio-climatic variables: a machine learning assessment,Macrophomina Phaseolina
10.1016/S2542-5196(23)00249-8,2023,"Quantifying climatic and socioeconomic drivers of urban malaria in Surat, India: a statistical spatiotemporal modelling study",The Lancet Planetary Health
10.1016/B978-0-32-396126-4.00008-4,2023,Chapter 3: Machine learning basics,Machine Learning for Transportation Research and Applications
10.1016/B978-0-12-822944-6.00046-3,2023,Structural Health Monitoring of Aerospace Composites,Comprehensive Structural Integrity
10.1016/B978-0-323-85552-5.00012-9,2023,Chapter 4: Smart city solutions and climate change adaptation: An overview,Urban Climate Adaptation and Mitigation
10.1016/B978-0-323-85702-4.00025-X,2023,9: Precision crop production,Lockhart and Wiseman' s Crop Husbandry Including Grassland
10.1016/B978-0-323-95529-4.00002-2,2023,Chapter 6: Next-generation hybrid membrane dehumidification and cooling systems,Membrane Dehumidification and Cooling
10.1016/B978-0-323-91664-6.00010-3,2023,Chapter 5: A survey on AI- and ML-based demand forecast analysis of power using IoT-based SCADA,Smart Energy and Electric Power Systems
10.14283/jpad.2023.18,2023,Utility of Environmental Complexity as a Predictor of Alzheimer's Disease Diagnosis: A Big-Data Machine Learning Approach,The Journal of Prevention of Alzheimer's Disease
10.1016/B978-0-12-822548-6.00068-6,2023,Wearable Sensors and Deep Learning for the Management of Acute Pancreatitis in Precision Medicine,Encyclopedia of Sensors and Biosensors
10.1007/s12205-023-2475-9,2023,A Rock Mass Strength Prediction Method Integrating Wave Velocity and Operational Parameters Based on the Bayesian Optimization Catboost Algorithm,KSCE Journal of Civil Engineering
10.1016/B978-0-443-18953-1.00005-2,2023,Chapter 10: Artificial neural modeling for precision agricultural water management practices,Precision Agriculture
10.1016/B978-0-323-91718-6.00012-8,2023,Chapter 25: Neighborhood's scale resilience facing heatwave events. Metropolitan area of Mendoza—Argentina as an study case,Resilient and Sustainable Cities
10.1016/B978-0-323-99588-7.00003-1,2023,"Chapter 2: Building energy flexibility: definitions, sources, indicators, and quantification methods",Building Energy Flexibility and Demand Management
10.1016/B978-0-12-818585-8.00002-7,2023,Chapter Five: Transportation and metering of fluids,Transporting Operations of Food Materials Within Food Factories
10.1016/B978-0-443-18424-6.00001-5,2023,Chapter Nine: MetaTraj: meta-learning for cross-scene cross-object trajectory prediction,Handbook of Mobility Data Mining
10.1007/s12205-023-0431-3,2023,Holistic Life-cycle Cost-benefit Analysis of Green Buildings: A China Case Study,KSCE Journal of Civil Engineering
10.3168/jds.2022-22819,2023,The effect of day-only versus day-plus-night cooling of dairy cows,Journal of Dairy Science
10.1016/B978-0-32-389967-3.00028-7,2023,Chapter 21: Reduced order modeling of the cardiac function across the scales,Reduced Order Models for the Biomechanics of Living Organs
10.1016/B978-0-12-821204-2.00066-0,2023,An overview on smart buildings,Encyclopedia of Electrical and Electronic Power Engineering
10.1016/B978-0-323-95336-8.00014-7,2023,11: Resilient cooling of buildings to protect against heatwaves and power outages,Adapting the Built Environment for Climate Change
10.1016/B978-0-323-95336-8.00003-2,2023,12: Climate change and building performance: pervasive role of climate change on residential building behavior in different climates,Adapting the Built Environment for Climate Change
10.1016/B978-0-323-99412-5.00009-5,2023,Chapter 4: IoT-based BIM integrated model for energy and water management in smart homes,Intelligent Edge Computing for Cyber Physical Applications
10.1016/B978-0-323-91880-0.00004-0,2023,"Chapter 9: Landslide susceptibility modeling using a generalized linear model in a tropical river basin of the Southern Western Ghats, India","Water, Land, and Forest Susceptibility and Sustainability"
10.1016/B978-0-12-823869-1.00005-3,2023,1: An introduction to modeling of chemical process systems,Modelling of Chemical Process Systems
10.1016/B978-0-323-85719-2.00007-9,2023,7: PCMs in glazing and shading solutions,Multifunctional Phase Change Materials
10.1016/B978-0-323-91905-0.00005-8,2023,Chapter 8: Phase change materials applications in buildings,Phase Change Materials for Heat Transfer
10.1016/B978-0-443-15299-3.00007-5,2023,Chapter 12: Review of using machine learning in secure IoT healthcare,Accelerating Strategic Changes for Digital Transformation in the Healthcare Industry
10.1016/B978-0-323-91165-8.00010-X,2023,Chapter 6: Learning curves and psychological change across populations: The implications of reorganization,The Interdisciplinary Handbook of Perceptual Control Theory
10.1016/B978-0-323-99588-7.00006-7,2023,Chapter 1: Building energy and environmental sustainability,Building Energy Flexibility and Demand Management
10.1016/B978-0-323-99304-3.00005-4,2023,Chapter 16: Opportunities and challenges in aquifer underground natural gas storage with a CO<ce:inf loc=post>2</ce:inf> cushion,Challenges and Recent Advances in Sustainable Oil and Gas Recovery and Transportation
10.1007/s12205-023-2250-y,2023,Effects of Hygrothermal Environment on Tensile Capacity of Adhesive-injected Anchor Bolt of ALC Panel and ETICS,KSCE Journal of Civil Engineering
